Id,FirstName,SecondName,ThirdName,SLUSort,Surcharge,DefinitionOptionBits,SpecialCount,Icon,Tare,PrepTime,NLU,MoveFlag,NLUGroup,SLU,MobileSLU,MainMenuLevel,SubMenuLevel,PrefixLevelOverride,PrintClassOverride,MenuItemClass,LongDescriptor,Quantity,HierarchyId,DefinitionSequence,MenuItemMasterId,SORT_ORDER,CONDIMENT_MAX,ConsumerFacingName,ConsumerFacingDescription,ConsumerFacingImageDetails,DAYPARTS,STARBUCKS_ITEM,FLO_UI_CREW_MEAL,ALLEGRO_ITEM_ID,,,,,,,,,,,
26474, Pico de Gallo,,,0,,"00000000	",,,,,,TRUE,,117,,"11111111	","11111111	",0,,1001,,1,448,1,16836,,,Pico de Gallo,,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912141549793.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 189 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC001798,,,,,,,,,,,
26475, Pork Sausage,,,0,,"00000000	",,,,,,TRUE,,102,,"11111111	","11111111	",0,,1001,,1,448,1,16837,,,Pork Sausage,,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912141604754.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 26 kb, jpg: 400 x 400 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Breakfast,,,RC005100,,,,,,,,,,,
26476," Potato, Egg, Cheese & Pico de Gallo Tacos",,,0,,"00000000	",,,,,,TRUE,,103,,"11111111	","11111111	",0,,1603,,1,448,1,16838,,,Potato, Egg, Cheese & Pico de Gallo Tacos,Crispy potatoes, scrambled eggs, cheddar jack cheese, pico de gallo, corn tortillas, side of breakfast potatoes,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912141623818.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 83 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Breakfast,,,RC006698,,,,
26477, Queso,,,0,,"00000000	",,,,,,TRUE,,117,,"11111111	","11111111	",0,,1001,,1,448,1,16839,,,Queso,,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912141648436.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 178 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC003311,,,,,,,,,,,
26478, Queso Completo,,,0,,"00000000	",,,,,,TRUE,,110,,"11111111	","11111111	",0,,1639,,1,448,1,16840,,,Queso Completo,Queso topped with spicy chorizo, guacamole, sour cream, cilantro, with tortilla chips,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912141702211.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 234 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC005331,,,,,,,
26479, Refried Beans,,,0,,"00000000	",,,,,,TRUE,,117,,"11111111	","11111111	",0,,1001,,1,448,1,16841,,,Refried Beans,,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912141720102.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 52 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC008462,,,,,,,,,,,
26480, Salsa Verde,,,0,,"00000000	",,,,,,TRUE,,117,,"11111111	","11111111	",0,,1001,,1,448,1,16842,,,Salsa Verde,,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912141734635.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 140 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC004180,,,,,,,,,,,
26481," Sausage, Egg & Cheese Tacos",,,0,,"00000000	",,,,,,TRUE,,103,,"11111111	","11111111	",0,,1604,,1,448,1,16843,,,Sausage, Egg & Cheese Tacos,Sausage, scrambled eggs, cheddar jack, corn tortillas, side of breakfast potatoes,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912141751038.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 81 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Breakfast,,,RC004827,,,,,,
26482, Seasonal Fresh Fruit,,,0,,"00000000	",,,,,,TRUE,,102,,"11111111	","11111111	",0,,1001,,1,448,1,16844,,,Seasonal Fresh Fruit,,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912141808523.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 170 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Breakfast,,,RC004550,,,,,,,,,,,
26483, Short Rib Tacos,,,0,,"00000000	",,,,,,TRUE,,110,,"11111111	","11111111	",0,,1621,,1,448,1,16845,,,Short Rib Tacos,Short rib, avocado,cotija cheese, pickled onions, sour cream, parsley, cilantro, corn tortillas, side of rice & beans,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912141823560.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 98 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC005802,,,
26484, Short Ribs,,,0,,"00000000	",,,,,,TRUE,,117,,"11111111	","11111111	",0,,1001,,1,448,1,16846,,,Short Rib,,"<?xml version=""1.0"" encoding=""UTF-16""?><ImageDetails><Version>1</Version><Image><ImageIndex>1</ImageIndex><ImageURL>https://objectstorage.us-ashburn-1.oraclecloud.com/n/oraclegbuprod/b/IC_FBGBU_SS_57664_bt-sim-250722182826-OTG-078cb257-9dd3-43fc-97b1-6bf80c0a6f17/o/OTG250912141858068.jpg</ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>True</IsCloudImage><ImageSize>Size: 66 kb, jpg: 510 x 510 px</ImageSize></Image><Image><ImageIndex>2</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>3</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>4</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>5</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>6</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>7</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>8</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>9</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image><Image><ImageIndex>10</ImageIndex><ImageURL></ImageURL><ImageAltText></ImageAltText><ImageDescription></ImageDescription><IsCloudImage>false</IsCloudImage><ImageSize></ImageSize></Image></ImageDetails>",Lunch/Dinner,,,RC006816,,,,,,,,,,,
